president,year,party,sentence,sentiment
John F. Kennedy,1963,,They were shocked by the Soviets' sudden and secret attempt to transform Cuba into a nuclear striking base-and by Communist China's arrogant invasion of India.,-0.6187523
John F. Kennedy,1963,,"For the Soviet-Chinese disagreement is over means, not ends.",-0.37011978
John F. Kennedy,1962,,"Good evening, my fellow citizens:    This Government, as promised, has maintained the closest surveillance of the Soviet military buildup on the island of Cuba.",0.3570677
John F. Kennedy,1962,,Second: I have directed the continued and increased close surveillance of Cuba and its military buildup.,-0.06423138
John F. Kennedy,1962,,"Men have fought and died in Malaya, in Greece, in the Philippines, in Algeria and Cuba and Cyprus, and almost continuously on the Indo-Chinese Peninsula.",-0.8119733
John F. Kennedy,1962,,"And those who preferred or predicted its demise, envisioning a troika in the seat of Hammarskiold--or Red China inside the Assembly-have seen instead a new vigor, under a new Secretary General and a fully independent Secretariat.",-0.3343159
John F. Kennedy,1961,,"The Soviets, Red Chinese and satellites already broadcast into Latin America more than 134 hours a week in Spanish and Portuguese.",-0.06710072
John F. Kennedy,1961,,Communist China alone does more public information broadcasting in our own hemisphere than we do.,-0.33231157
John F. Kennedy,1961,,In making that decision they should look long and hard at the tragedy now being played out in the villages of Communist China.,-0.6489315
John F. Kennedy,1961,,"In Asia, the relentless pressures of the Chinese Communists menace the security of the entire area--from the borders of India and South Viet Nam to the jungles of Laos, struggling to protect its newly-won independence.",-0.7246564
John F. Kennedy,1961,,Our greatest challenge is still the world that lies beyond the Cold War--but the first great obstacle is still our relations with the Soviet Union and Communist China.,-0.4265014
Dwight D. Eisenhower,1959,,"In Lebanon, Taiwan, and Berlin--our stand has been dear, right, and expressive of the determined will of a united people.",0.45500964
Dwight D. Eisenhower,1957,,We have joined to take decisive action in relation to Greece and Turkey and in relation to Taiwan.,0.11905868
Dwight D. Eisenhower,1955,,"The defense of the West appears likely at last to include a free, democratic Germany participating as an equal in the councils of NATO.In Asia and the Pacific, the pending Manila Pact supplements our treaties with Australia, New Zealand, the Philippines, Korea and Japan and our prospective treaty with the Republic of China.",0.19793652
Dwight D. Eisenhower,1955,,"At this very moment, by vote of the United Nations General Assembly, its Secretary-General is in Communist China on a mission of deepest concern to all Americans: seeking the release of our never-to-be-forgotten American aviators and all other United Nations prisoners wrongfully detained by the Communist regime.",-0.32563797
Dwight D. Eisenhower,1954,,"Communist aggression, halted in Korea, continues to meet in Indo-china the vigorous resistance of France and the Associated States, assisted by timely aid from our country.",-0.21977225
Dwight D. Eisenhower,1954,,I shall ask the Congress to authorize continued material assistance to hasten the successful conclusion of the struggle in Indo-china.,0.4010651
Dwight D. Eisenhower,1954,,We shall also continue military and economic aid to the Nationalist Government of China.,-0.00084783137
Dwight D. Eisenhower,1954,,They provide an inspiring contrast to the dictatorial methods and backward course of events in Communist China.,0.19101574
Dwight D. Eisenhower,1954,,"The subversive character of the Communist Party in the United States has been clearly demonstrated in many ways, including court proceedings.",-0.52986383
Dwight D. Eisenhower,1953,,"The United States knows that if the fearful trend of atomic military buildup can be reversed, this greatest of destructive forces can be developed into a great boon, for the benefit of all mankind.",0.22117896
Dwight D. Eisenhower,1953,,"These proposals spring, without ulterior purpose or political passion, from our calm conviction that the hunger for peace is in the hearts of all peoples—those of Russia and of China no less than of our own country.",0.24543107
Dwight D. Eisenhower,1953,,"It is clearly a part of the same calculated assault that the aggressor is simultaneously pressing in Indochina and in Malaya, and of the strategic situation that manifestly embraces the island of Formosa and the Chinese Nationalist forces there.",-0.48631617
Dwight D. Eisenhower,1953,,"In June 1950, following the aggressive attack on the Republic of Korea, the United States Seventh Fleet was instructed both to prevent attack upon Formosa and also to insure that Formosa should not be used as a base of operations against the Chinese Communist mainland.",-0.3205091
Dwight D. Eisenhower,1953,,"This has meant, in effect, that the United States Navy was required to serve as a defensive arm of Communist China.",-0.26619995
Dwight D. Eisenhower,1953,,"Regardless of the situation in 1950, since the date of that order the Chinese Communists have invaded Korea to attack the United Nations forces there.",-0.47848177
Dwight D. Eisenhower,1953,,"Consequently there is no longer any logic or sense in a condition that required the United States Navy to assume defensive responsibilities on behalf of the Chinese Communists, thus permitting those Communists, with greater impunity, to kill our soldiers and those of our United Nations allies in Korea.",-0.8243854
Dwight D. Eisenhower,1953,,"I am, therefore, issuing instructions that the Seventh Fleet no longer be employed to shield Communist China.",-0.5262872
Dwight D. Eisenhower,1953,,"It confers a common dignity upon the French soldier who dies in Indo-China, the British soldier killed in Malaya, the American life given in Korea.",-0.3558387
Harry S. Truman,1952,,"And you know the reason you have to be so careful in this election, they have the oil lobby and the real estate lobby and the China lobby and the National Association of Manufacturers, and the only man in Washington who represents all the people and is elected by all the people and who is the people's lobbyist is the President of the United States.",-0.2702289
Harry S. Truman,1952,,"And then the Republicans explain that somebody named Joe Doakes works for the Government, and he has a cousin who sells shoelaces, or a ribbon clerk in a department store, and this cousin has a wife who wrote an article, before Joe married her, that was printed in a magazine that also printed an article in favor of Chinese Communists—and they will continue that ad lib.",-0.41463348
Harry S. Truman,1951,,"lava, Indochina, Malaya, India, Tibet, Thailand, Philippines, and Japan are our ultimate targets ....",-0.5800284
Harry S. Truman,1951,,The Chinese Communists massed 44 well-trained and well-equipped divisions on the Korean frontier.,-0.1179341
Harry S. Truman,1951,,Why don't we bomb Manchuria and China itself?,-0.79231924
Harry S. Truman,1951,,Why don't we assist the Chinese Nationalist troops to land on the mainland of China ?,-0.46666753
Harry S. Truman,1951,,What would suit the ambitions of the Kremlin better than for our military forces to be committed to a full-scale war with Red China?,-0.59995735
Harry S. Truman,1951,,Behind the North Koreans and Chinese Communists in the front lines stand additional millions of Chinese soldiers.,-0.5005038
Harry S. Truman,1951,,"And behind the Chinese stand the tanks, the planes, the submarines, the soldiers, and the scheming rulers of the Soviet Union.",-0.44152007
Harry S. Truman,1951,,"First of all, it is clear that our efforts in Korea can blunt the will of the Chinese Communists to continue the struggle.",-0.29515266
Harry S. Truman,1951,,These are plain facts which may discourage the Chinese Communists from continuing their attack.,-0.4191382
Harry S. Truman,1948,,"We have started the foreign aid program, which means the recovery of Europe and China, and the Far East.",0.27789047
Harry S. Truman,1945,,"The people in the United States, in Russia, and Britain, in France and China, in collaboration with all the other peace-loving people, must take the course of current history into their own hands and mold it in a new direction-the direction of continued cooperation.",0.4117973
Harry S. Truman,1945,,"The British, Chinese, and United States Governments have given the Japanese people adequate warning of what is in store for them.",-0.10477141
Franklin D. Roosevelt,1945,,"It cannot be just an American peace, or a British peace, or a Russian, a French, or a Chinese peace.",-0.39832014
Franklin D. Roosevelt,1945,,"The Government of China and the Provisional Government of France will be immediately consulted and invited to sponsor invitations to the conference jointly with the Governments of the United States, Great Britain, and the Union of Soviet Socialist Republics.",0.15065873
Franklin D. Roosevelt,1945,,"As soon as the consultation with China and France has been completed, the text of the proposals on voting procedure will be made public.",0.04566352
Franklin D. Roosevelt,1943,,I have conferred with the leaders of Britain and Russia and China on military matters of the present --especially on plans for stepping-up our successful attack on our enemies as quickly as possible and from many different points of the compass.,0.2538097
Franklin D. Roosevelt,1943,,"In the Southwest Pacific, in Australia, in China and Burma and India, it is already Christmas Day.",0.3298274
Franklin D. Roosevelt,1943,,"And (On) the mainland of Asia, under the Generalissimo's leadership, the Chinese ground and air forces augmented by American air forces are playing a vital part in starting the drive which will push the invaders into the sea.",-0.0072498173
Franklin D. Roosevelt,1943,,Today we and the Republic of China are closer together than ever before in deep friendship and in unity of purpose.,0.95359653
Franklin D. Roosevelt,1943,,"Britain, Russia, China and the United States and their Allies represent more than three-quarters of the total population of the earth.",0.035455704
Franklin D. Roosevelt,1943,,"We have been in constant communication with our fighting Allies, Russian and Chinese, who are prosecuting the war with relentless determination and with conspicuous success on far distant fronts.",0.5191612
Franklin D. Roosevelt,1943,,"Those few Americans who grouse and complain about the inconveniences of life here in the United States should learn some lessons from the civilian populations of our Allies -- Britain, and China, and Russia -- and of all the lands occupied by our common enemy (enemies).",-0.63599026
Franklin D. Roosevelt,1943,,Our air supply line from India to China across enemy territory continues despite attempted Japanese interference.,-0.28966898
Franklin D. Roosevelt,1943,,"We are bombing Japanese communications, supply dumps, and bases in China, in Indo-China, in (and) Burma.",-0.6984968
Franklin D. Roosevelt,1943,,"You have sons who at this very minute -- this split second -- may be fighting in New Guinea, or in the Aleutian Islands, or Guadalcanal, or Tunisia, or China, or protecting troop ships and supplies against submarines on the high seas.",-0.12314683
Franklin D. Roosevelt,1943,,"And in the attacks against Japan, we shall be joined with the heroic people of China—that great people whose ideals of peace are so closely akin to our own.",0.4890259
Franklin D. Roosevelt,1943,,"Even today we are flying as much lend-lease material into China as ever traversed the Burma Road, flying it over mountains 17,000 feet high, flying blind through sleet and snow.",-0.1507215
Franklin D. Roosevelt,1943,,"We shall overcome all the formidable obstacles, and get the battle equipment into China to shatter the power of our common enemy.",0.14430597
Franklin D. Roosevelt,1943,,"From this war, China will realize the security, the prosperity and the dignity, which Japan has sought so ruthlessly to destroy.",-0.24149427
Franklin D. Roosevelt,1943,,"We pay great tribute—the tribute of the United States of America—to the fighting men of Russia and China and Britain and the various members of the British Commonwealth—the millions of men who through the years of this war have fought our common enemies, and have denied to them the world conquest which they sought.",0.48696968
Franklin D. Roosevelt,1943,,And we must not forget that our achievements in production have been relatively no greater than those of the Russians and the British and the Chinese who have developed their own war industries under the incredible difficulties of battle conditions.,0.4806584
Franklin D. Roosevelt,1943,,They have had to continue work through bombings and blackouts.,-0.44623876
Franklin D. Roosevelt,1943,,And they have never quit.,-0.20071767
Franklin D. Roosevelt,1942,,"They meet and confer regularly with representatives of the British Joint Staff, and with representatives of Russia, China, the Netherlands, Poland, Norway, the British Dominions and other nations working in the common cause.",0.09903205
Franklin D. Roosevelt,1942,,One of them -- on which we have all agreed -- relates to the necessity of diverting enemy forces from Russia and China to other theaters of war by new offensives against Germany and Japan.,0.041234355
Franklin D. Roosevelt,1942,,"The Japanese are pressing their northward advance (in) against Burma with considerable power, driving toward India and China.",-0.084067486
Franklin D. Roosevelt,1942,,They have been opposed with great bravery by small British and Chinese forces aided by American fliers.,-0.23877329
Franklin D. Roosevelt,1942,,"The Japanese may cut the Burma Road; but I want to say to the gallant people of China that no matter what advances the Japanese may make, ways will be found to deliver airplanes and munitions of war to the armies of Generalissimo Chiang Kai-shek.",-0.082787864
Franklin D. Roosevelt,1942,,"We remember that the Chinese people were the first to stand up and fight against the aggressors in this war; and in the future (an) a still unconquerable China will play its proper role in maintaining peace and prosperity, not only in Eastern Asia but in the whole world.",0.58484083
Franklin D. Roosevelt,1942,,"He was a missionary, well known for his good works in China.",0.84161705
Franklin D. Roosevelt,1942,,"The object of the Nazis and the Japanese is to of course separate the United States, Britain, China and Russia, and to isolate them one from another, so that each will be surrounded and cut off from sources of supplies and reinforcements.",-0.5053986
Franklin D. Roosevelt,1942,,"Look at the vast area of China, with its millions of fighting men.",-0.040223435
Franklin D. Roosevelt,1942,,"First, in such a case, we could no longer send aid of any kind to China – to the brave people who, for nearly five years, have withstood Japanese assault, destroyed hundreds of thousands of Japanese soldiers and vast quantities of Japanese war munitions.",-0.8644516
Franklin D. Roosevelt,1942,,It is essential that we help China in her magnificent defense and in her inevitable counteroffensive – for that is one important element in the ultimate defeat of Japan.,0.54438436
Franklin D. Roosevelt,1942,,"For she could fly even her short-range planes to the points of attack by using many stepping stones open to – her bases in a multitude of Pacific islands and also bases on the China coast, Indo-China coast, and in Thailand and Malaya (coasts).",0.049121413
Franklin D. Roosevelt,1942,,"Japanese troop transports could go south from Japan and from China through the narrow China Sea, which can be protected by Japanese planes throughout its whole length.",0.027745718
Franklin D. Roosevelt,1942,,"On the west, the China side, the Japanese were in possession of the coast of China and the coast of Indo-China which had been yielded to them by the Vichy French.",-0.08848961
Franklin D. Roosevelt,1942,,"MacArthur's army of Filipinos and Americans, and the forces of the United Nations in China, in Burma and the Netherlands East Indies, are all together fulfilling the same essential task.",0.04019913
Franklin D. Roosevelt,1942,,They say that the British are finished – that the Russians and the Chinese are about to quit.,-0.5438779
Franklin D. Roosevelt,1942,,"From Berlin, Rome and Tokyo we have been described as a nation of weaklings – ""playboys"" – who would hire British soldiers, or Russian soldiers, or Chinese soldiers to do our fighting for us.",-0.6876213
Franklin D. Roosevelt,1942,,The great Chinese people have suffered grievous losses; Chungking has been almost wiped out of existence – yet it remains the capital of an unbeatable China.,-0.42193797
Franklin D. Roosevelt,1941,,Last night Japanese forces attacked Hong Kong.,-0.82115
Franklin D. Roosevelt,1941,,"We have doubled and redoubled our vast production, increasing, month by month, our material supply of the tools of war for ourselves and for Britain and for China—and eventually for all the democracies.",0.13785823
Franklin D. Roosevelt,1941,,Tariff walls—Chinese walls of isolation—would be futile.,-0.67215353
Franklin D. Roosevelt,1941,,"The other is the magnificent defense of China, which will, I have reason to believe, increase in strength.",0.7615767
Franklin D. Roosevelt,1941,,"That is true in England and in Greece and in China and in the United States, today.",0.15494257
Franklin D. Roosevelt,1941,,"That is why they have demanded, and got, a policy of unqualified, immediate, all-out aid for Britain, for Greece, for China, and for all the Governments in exile whose homelands are temporarily occupied by the aggressors.",-0.3882347
Franklin D. Roosevelt,1941,,China likewise expresses the magnificent will of millions of plain people to resist the dismemberment of their historic Nation.,0.18459025
Franklin D. Roosevelt,1941,,"China, through the Generalissimo, Chiang Kai-shek, asks our help.",0.050242923
Franklin D. Roosevelt,1941,,America has said that China shall have our help.,0.04191421
Franklin D. Roosevelt,1941,,"What I seek to convey is the historic truth that the United States as a nation has at all times maintained clear, definite opposition, to any attempt to lock us in behind an ancient Chinese wall while the procession of civilization went past.",-0.20230356
Franklin D. Roosevelt,1938,,The Chinese have a story on this -- a story based on three or four thousand years of civilization: Two Chinese coolies were arguing heatedly in the (midst) middle of a crowd in the street.,-0.19307813
Franklin D. Roosevelt,1938,,"His Chinese friend replied: ""The man who strikes first admits that his ideas have given out.""",-0.20765743
Franklin D. Roosevelt,1937,,The purpose of this conference will be to seek by agreement a solution of the present situation in China.,0.11326741
Franklin D. Roosevelt,1937,,"In efforts to find that solution, it is our purpose to cooperate with the other signatories to this Treaty, including China and Japan.",0.27405006
Herbert Hoover,1931,,"The difficulties between China and Japan have given us great concern, not alone for the maintenance of the spirit of the Kellogg-Briand Pact, but for the maintenance of the treaties to which we are a party assuring the territorial integrity of China.",0.0552752
Herbert Hoover,1930,,"The buying power of India and China, dependent upon the price of silver has been affected.",-0.14773865
Herbert Hoover,1929,,"These countries are: Afghanistan, Albania, Austria, Bulgaria, China, Cuba, Denmark, Dominican Republic, Egypt, Estonia, Ethiopia, Finland, Guatemala, Hungary, Iceland, Latvia, [p.234] Liberia, Lithuania, the Netherlands, Nicaragua, Norway, Panama, Portugal, Peru, Rumania, Russia, Kingdom of the Serbs, Croats and Slovenes, Siam, Spain, Sweden, and Turkey.",-0.06557351
Herbert Hoover,1929,,"These countries are: Afghanistan, Albania, Austria, Bulgaria, China, Cuba, Denmark, Dominican Republic, Egypt, Estonia, Ethiopia, Finland, Guatemala, Hungary, Iceland, Latvia, [p.234] Liberia, Lithuania, the Netherlands, Nicaragua, Norway, Panama, Portugal, Peru, Rumania, Russia, Kingdom of the Serbs, Croats and Slovenes, Siam, Spain, Sweden, and Turkey.",-0.06557351
Calvin Coolidge,1928,,"CHINA The situation in China which a few months ago was so threatening as to call for the dispatch of a large additional force has, been much composed.",-0.48365217
Calvin Coolidge,1928,,"We have recognized this Government,, encouraged its progress, and have negotiated a treaty restoring to China completetariff autonomy and guaranteeing our citizens against discriminations.",0.6089616
William McKinley,1901,,"We shall never forget the days of anxious waiting and awful suspense when no information was permitted to be sent from Pekin, and the diplomatic representatives of the nations in China, cut off from all communication, inside and outside of the walled capital, were surrounded by an angry and misguided mob that threatened their lives; nor the joy that filled the world when a single message from the Government of the United States brought through our minister the first news of the safety of the besieged diplomats.",-0.51276124
William McKinley,1901,,"The part which the UnitedStates bore so honorably in the thrilling scenes in China, while new toAmerican life, has been in harmony with its true spirit and best traditions,and in dealing with the results its policy will be that of moderation andfairness.",0.6596064
William McKinley,1900,,"We have happily ended the European alliance in Samoa, securing to ourselves one of the most valuable harbors in the Pacific Ocean, while the open door in China gives to us fair and equal competition in the vast trade of the Orient.",0.83606267
William McKinley,1900,,"The sudden and terrible crisis in China calls for the gravest consideration, and you will not expect from me now any further expression than to say that my best efforts shall be given to the Immediate purpose of protecting the lives of our citizens who are in peril, with the ultimate object of the peace and welfare of China, the safeguarding of all our treaty rights, and the maintenance of those principles of impartial intercourse to which the civilized world is pledged.",-0.23170593
Grover Cleveland,1888,,"To the Congress: I have this day approved House bill No. 11336, supplementary to an act entitled ""An act to execute certain treaty stipulations relating to Chinese,"" approved the 6th day of May, 1882.",0.2212285
Grover Cleveland,1888,,Its object is to more effectually accomplish by legislation the exclusion from this country of Chinese laborers.,0.11943342
Grover Cleveland,1888,,"The experiment of blending the social habits and mutual race idiosyncrasies of the Chinese laboring classes with those of the great body of the people of the United States has been proved by the experience of twenty years, and ever since the Burlingame treaty of 1868, to be in every sense unwise, impolitic, and injurious to both nations.",-0.7071464
Grover Cleveland,1888,,"With the lapse of time the necessity for its abandonment has grown in force, until those having in charge the Government of the respective countries have resolved to modify and sufficiently abrogate all those features of prior conventional arrangements which permitted the coming of Chinese laborers to the United States.",-0.21575084
Grover Cleveland,1888,,"In modification of prior conventions the treaty of November 17, 1880, was concluded, whereby, in the first article thereof, it was agreed that the United States should at will regulate, limit, or suspend the coining of Chinese laborers to the United States, but not absolutely prohibit it; and under this article an act of Congress, approved on May 6, 1882 (see 22 U. S. Statutes at Large, p. 58), and amended July 5, 1884 (23 U. S. Statutes at Large, p. 115 ), suspended for ten years the coming of Chinese laborers to the United States, and regulated the going and coming of such Chinese laborers as were at that time in the United States.",-0.05210055
Grover Cleveland,1888,,"It was, however, soon made evident that the mercenary greed of the parties who were trading in the labor of this class of the Chinese population was proving too strong for the just execution of the law, and that the virtual defeat of the object and intent of both law and treaty was being fraudulently accomplished by false pretense and perjury, contrary to the expressed will of both Governments.",-0.70815164
Grover Cleveland,1888,,To such an extent has the successful violation of the treaty and the laws enacted for its execution progressed that the courts in the Pacific States have been for some time past overwhelmed by the examination of cases of Chinese laborers who are charged with having entered our ports under fraudulent certificates of return or seek to establish by perjury the claim of prior residence.,-0.4722637
Grover Cleveland,1888,,This has induced me to omit no effort to find an effectual remedy for the evils complained of and to answer the earnest popular demand for the absolute exclusion of Chinese laborers having objects and purposes unlike our own and wholly disconnected with American citizenship.,-0.47189912
Grover Cleveland,1888,,"Aided by the presence in this country of able and intelligent diplomatic and consular officers of the Chinese Government, and the representations made from time to time by our minister in China under the instructions of the Department of State, the actual condition of public sentiment and the status of affairs in the United States have been fully made known to the Government of China.",0.09871399
Grover Cleveland,1888,,"The necessity for remedy has been fully appreciated by that Government, and in August, 1886, our minister at Peking received from the Chinese foreign office a communication announcing that China, of her own accord, proposed to establish a system of strict and absolute prohibition of her laborers, under heavy penalties, from coming to the United States, and likewise to prohibit the return to the United States of any Chinese laborer who had at any time gone back to China, ""in order"" (in the words of the communication)",0.036387265
Grover Cleveland,1888,,"""that the Chinese laborers may gradually be reduced in number and causes of danger averted and lives preserved.""",-0.17101145
Grover Cleveland,1888,,"This view of the Chinese Government, so completely in harmony with that of the United States, was by my direction speedily formulated in a treaty draft between the two nations, embodying the propositions so presented by the Chinese foreign office.",0.3028972
Grover Cleveland,1888,,"It is thus easy to learn how the joint desires and unequivocal mutual understanding of the two Governments were brought into articulated form in the treaty, which, after a mutual exhibition of plenary powers from the respective Governments, was signed and concluded by the plenipotentiaries of the United States and China at this capital on March 12 last.",0.34775537
Grover Cleveland,1888,,"On the 12th day of the same month the Chinese minister, who was the plenipotentiary of his Government in the negotiation and the conclusion of the treaty, in a note to the Secretary of State gave his approval to these amendments, ""as they did not alter the terms of the treaty,"" and the amendments were at once telegraphed to China, whither the original treaty had previously been sent immediately after its signature on March 12.",0.09048398
Grover Cleveland,1888,,"On the 13th day of last month I approved Senate bill No. 3304, ""to prohibit the coming of Chinese laborers to the United States.""",0.2643276
Grover Cleveland,1888,,"No information of any definite action upon the treaty by the Chinese Government was received until the 21st ultimo--the day the bill which I have just approved was presented to me--when a telegram from our minister at Peking to the Secretary of State announced the refusal of the Chinese Government to exchange ratifications of the treaty unless further discussion should be had with a view to shorten the period stipulated in the treaty for the exclusion of Chinese laborers and to change the conditions agreed on, which should entitle any Chinese laborer who might go back to China to return again to the United States.",-0.17683502
Grover Cleveland,1888,,"By a note from the charge&#39; d&#39;affaires ad interim of China to the Secretary of State, received on the evening of the 25th ultimo (a copy of which is herewith transmitted, together with the reply thereto), a third amendment is proposed, whereby the certificate under which any departing Chinese laborer alleging the possession of property in the United States would be enabled to return to this country should be granted by the Chinese consul instead of the United States collector, as had been provided in the treaty.",-0.029271748
Grover Cleveland,1888,,Article I of the treaty proposed to be so materially altered had in the course of the negotiations been settled in acquiescence with the request of the Chinese plenipotentiary and to his expressed satisfaction.,0.09286889
Grover Cleveland,1888,,"In 1886, as appears in the documents heretofore referred to, the Chinese foreign office had formally proposed to our minister strict exclusion of Chinese laborers from the United States without limitation, and had otherwise and more definitely stated that no term whatever for exclusion was necessary, for the reason that China would of itself take steps to prevent its laborers from coming to the United States.",-0.13024648
Grover Cleveland,1888,,"In the course of the negotiations that followed suggestions from the same quarter led to the insertion in behalf of the United States of a term of ""thirty years,"" and this term, upon the representations of the Chinese plenipotentiary, was reduced to ""twenty years,"" and finally so agreed upon.",-0.012314815
Grover Cleveland,1888,,"Article II was wholly of Chinese origination, and to that alone owes its presence in the treaty.",-0.042614076
Grover Cleveland,1888,,"And it is here pertinent to remark that everywhere in the United States laws for the collection of debts are equally available to all creditors without respect to race, sex, nationality, or place of residence, and equally with the citizens or subjects of the most favored nations and with the citizens of the United States recovery can be had in any court of justice in the United States by a subject of China, whether of the laboring or any other class.",0.0353487
Grover Cleveland,1888,,"In this respect it can not be alleged that there exists the slightest discrimination against Chinese subjects, and it is a notable fact that large trading firms and companies and individual merchants and traders of that nation are profitably established at numerous points throughout the Union, in whose hands every claim transmitted by an absent Chinaman of a just and lawful nature could be completely enforced.",0.06310697
Grover Cleveland,1888,,"China herself has not dissented from this doctrine, but has, by the expressions to which I have referred, led us confidently to rely upon such action on her part in cooperation with us as would enforce the exclusion of Chinese laborers from our country.",0.12350278
Grover Cleveland,1888,,"Thus from the unexpected and disappointing refusal of the Chinese Government to confirm the acts of its authorized agent and to carry into effect an international agreement, the main feature of which was voluntarily presented by that Government for our acceptance, and which had been the subject of long and careful deliberation, an emergency has arisen, in which the Government of the United States is called upon to act in self-defense by the exercise of its legislative power.",-0.28732526
Grover Cleveland,1888,,"I can not but regard the expressed demand on the part of China for a reexamination and renewed discussion of the topics so completely covered by mutual treaty stipulations as an indefinite postponement and practical abandonment of the objects we have in view, to which the Government of China may justly be considered as pledged.",-0.12760523
Grover Cleveland,1888,,"The facts and circumstances which I have narrated lead me, in the performance of what seems to me to be my official duty, to join the Congress in dealing legislatively with the question of the exclusion of Chinese laborers, in lieu of further attempts to adjust it by international agreement.",-0.009475749
Grover Cleveland,1888,,"But while thus exercising our undoubted right in the interest of our people and for the general welfare of our country, justice and fairness seem to require that some provision should be made by act or joint resolution under which such Chinese laborers as shall actually have embarked on their return to the United States before the passage of the law this day approved, and are now on their way, may be permitted to land, provided they have duly and lawfully obtained and shall present certificates heretofore issued permitting them to return in accordance with the provisions of existing law.",0.09915793
Grover Cleveland,1888,,Nor should our recourse to legislative measures of exclusion cause us to retire from the offer we have made to indemnify such Chinese subjects as have suffered damage through violence in the remote and comparatively unsettled portions of our country at the hands of lawless men.,-0.87036467
Grover Cleveland,1888,,"Therefore I recommend that, without acknowledging legal liability therefor, but because it was stipulated in the treaty which has failed to take effect, and in a spirit of humanity befitting our nation, there be appropriated the sum of $276,619.75, payable to the Chinese minister at this capital on behalf of his Government, as full indemnity for all losses and injuries sustained by Chinese subjects in the manner and under the circumstances mentioned.",-0.22358449
Grover Cleveland,1886,,The question of the treatment of the subjects of China sojourning within the jurisdiction of the United States presents such a matter for the urgent and earnest consideration of the Executive and the Congress.,-0.024393369
Grover Cleveland,1886,,"In my first annual message, upon the assembling of the present Congress, I adverted to this question in the following words: The harmony of our relations with China is fully sustained.",0.31254774
Grover Cleveland,1886,,"In the application of the acts lately passed to execute the treaty of 1880, restrictive of the immigration of Chinese laborers into the United States, individual cases of hardship have occurred beyond the power of the Executive to remedy, and calling for judicial determination.",-0.2850449
Grover Cleveland,1886,,"The condition of the Chinese question in the Western States and Territories is, despite this restrictive legislation, far from being satisfactory.",-0.626971
Grover Cleveland,1886,,"All the power of this Government should be exerted to maintain the amplest good faith toward China in the treatment of these men, and the inflexible sternness of the law in bringing the wrongdoers to justice should be insisted upon.",-0.0035141855
Grover Cleveland,1886,,Every effort has been made by this Government to prevent these violent outbreaks and to aid the representatives of China in their investigation of these outrages; and it is but just to say that they are traceable to the lawlessness of men not citizens of the United States engaged in competition with Chinese laborers.,-0.54132634
Grover Cleveland,1886,,"Race prejudice is the chief factor in originating these disturbances, and it exists in a large part of our domain, jeopardizing our domestic peace and the good relationship we strive to maintain with China.",-0.8223788
Grover Cleveland,1886,,"That the exclusion of Chinese labor is demanded in other countries where like conditions prevail is strongly evidenced in the Dominion of Canada, where Chinese immigration is now regulated by laws more exclusive than our own.",-0.44867122
Grover Cleveland,1886,,"At the time I wrote this the shocking occurrences at Rock Springs, in Wyoming Territory, were fresh in the minds of all, and had been recently presented anew to the attention of this Government by the Chinese minister in a note which, while not unnaturally exhibiting some misconception of our Federal system of administration in the Territories while they as yet are not in the exercise of the full measure of that sovereign self-government pertaining to the States of the Union, presents in truthful terms the main features of the cruel outrage there perpetrated upon inoffensive subjects of China.",-0.2969646
Grover Cleveland,1886,,"In the investigation of the Rock Springs outbreak and the ascertainment of the facts on which the Chinese minister&#39;s statements rest the Chinese representatives were aided by the agents of the United States, and the reports submitted, having been thus framed and recounting the facts within the knowledge of witnesses on both sides, possess an impartial truthfulness which could not fail to give them great impressiveness.",0.16755797
Grover Cleveland,1886,,"The facts, which so far are not controverted or affected by any exculpatory or mitigating testimony, show the murder of a number of Chinese subjects in September last at Rock Springs, the wounding of many others, and the spoliation of the property of all when the unhappy survivors had been driven from their habitations.",-0.5407329
Grover Cleveland,1886,,"They were aliens engaged in that remote district as mining laborers, who became excited against the Chinese laborers, as it would seem, because of their refusal to join them in a strike to secure higher wages.",-0.45406014
Grover Cleveland,1886,,The oppression of Chinese subjects by their rivals in the competition for labor does not differ in violence and illegality from that applied to other classes of native or alien labor.,-0.7847695
Grover Cleveland,1886,,"Were there no treaty in existence referring to the rights of Chinese subjects; did they come hither as all other strangers who voluntarily resort to this land of freedom, of self-government, and of laws, here peaceably to win their bread and to live their lives, there can be no question that they would be entitled still to the same measure of protection from violence and the same free forum for the redress of their grievances as any other aliens.",0.06436123
Grover Cleveland,1886,,"So far as the treaties between the United States and China stipulate for the treatment of the Chinese subjects actually in the United States as the citizens or subjects of ""the most favored nation"" are treated, they create no new status for them; they simply recognize and confirm a general and existing rule, applicable to all aliens alike, for none are favored above others by domestic law, and none by foreign treaties unless it be the Chinese themselves in some respects.",-0.07770595
Grover Cleveland,1886,,"For by the third article of the treaty of November 17, 1880, between the United States and China it is provided that-- ART.",-0.0051473007
Grover Cleveland,1886,,"If Chinese laborers, or Chinese of any other class, now either permanently or temporarily residing in the territory of the United States, meet with ill treatment at the hands of any other persons, the Government of the United States will exert all its power to devise measures for their protection and to secure to them the same rights, privileges, immunities, and exemptions as may be enjoyed by the citizens or subjects of the most favored nation, and to which they are entitled by treaty.",0.020088103
