president,year,party,sentence,sentiment
Theodore Roosevelt,1908,Republican,In consequence the Mongol Desert is practically extending eastward over northern China.,0.0
Theodore Roosevelt,1908,Republican,"In consequence, instead of the regular and plentiful rains which existed in these regions of China when the forests were still in evidence, the unfortunate inhabitants of the deforested lands now see their crops wither for lack of rainfall, while the seasons grow more and more irregular; and as the air becomes dryer certain crops refuse longer to grow at all.",0.14285714285714285
Theodore Roosevelt,1908,Republican,"The sand and stones from the mountain sides are washed loose and come rolling down to cover the arable lands, and in consequence, throughout this part of China, many formerly rich districts are now sandy wastes, useless for human cultivation and even for pasture.",-0.008211233211233222
Theodore Roosevelt,1908,Republican,There is testimony that even within the memory of men now living there has been a serious diminution of the rainfall of northeastern China.,-0.3333333333333333
Theodore Roosevelt,1908,Republican,"Almost all the rivers of northern China have become uncontrollable, and very dangerous to the dwellers along their banks, as a direct result of the destruction of the forests.",-0.34
Theodore Roosevelt,1908,Republican,In northern China this disastrous process has gone on so long and has proceeded so far that no complete remedy could be applied.,-0.17500000000000002
Theodore Roosevelt,1908,Republican,There are certain mountains in China from which the soil is gone so utterly that only the slow action of the ages could again restore it; although of course much could be done to prevent the still further eastward extension of the Mongolian Desert if the Chinese Government would act at once.,0.02678571428571428
Theodore Roosevelt,1908,Republican,"What has thus happened in northern China, what has happened in Central Asia, in Palestine, in North Africa, in parts of the Mediterranean countries of Europe, will surely happen in our country if we do not exercise that wise forethought which should be one of the chief marks of any people calling itself civilized.",0.4
William Howard Taft,1909,Republican,"In the Far East this Government preserves unchanged its policy of supporting the principle of equality of opportunity and scrupulous respect for the integrity of the Chinese Empire, to which policy are pledged the interested Powers of both East and West.",0.15
William Howard Taft,1909,Republican,By the Treaty of 1903 China has undertaken the abolition of likin with a moderate and proportionate raising of the customs tariff along with currency reform.,0.0
William Howard Taft,1909,Republican,"These reforms being of manifest advantage to foreign commerce as well as to the interests of China, this Government is endeavoring to facilitate these measures and the needful acquiescence of the treaty Powers.",-0.125
William Howard Taft,1909,Republican,"When it appeared that Chinese likin revenues were to be hypothecated to foreign bankers in connection with a great railway project, it was obvious that the Governments whose nationals held this loan would have a certain direct interest in the question of the carrying out by China of the reforms in question.",0.16488095238095238
William Howard Taft,1909,Republican,"Because this railroad loan represented a practical and real application of the open door policy through cooperation with China by interested Powers as well as because of its relations to the reforms referred to above, the Administration deemed American participation to be of great national interest.",0.20833333333333334
William Howard Taft,1909,Republican,"The Imperial Chinese Government in pursuance of its decision to devote funds from the portion of the indemnity remitted by the United States to the sending of students to this country has already completed arrangements for carrying out this purpose, and a considerable body of students have arrived to take up their work in our schools and universities.",0.05
William Howard Taft,1909,Republican,The report shows that China is making remarkable progress and admirable efforts toward the eradication of the opium evil and that the Governments concerned have not allowed their commercial interests to interfere with a helpful cooperation in this reform.,-0.08333333333333333
William Howard Taft,1909,Republican,"In one of the Chinese-Japanese Conventions of September 4 of this year there was a provision which caused considerable public apprehension in that upon its face it was believed in some quarters to seek to establish a monopoly of mining privileges along the South Manchurian and Antung-Mukden Railroads, and thus to exclude Americans from a wide field of enterprise, to take part in which they were by treaty with China entitled.",0.0
William Howard Taft,1909,Republican,"However, in view of the widespread discussion of this question, to confirm the view it had reached, this Government made inquiry of the Imperial Chinese and Japanese Governments and received from each official assurance that the provision had no purpose inconsistent with the policy of equality of opportunity to which the signatories, in common with the United States, are pledged.",-0.09999999999999999
William Howard Taft,1909,Republican,"China, Japan, and the Philippines.",0.0
William Howard Taft,1910,Republican,The center of interest in Far Eastern affairs during the past year has again been China.,-0.08333333333333333
William Howard Taft,1910,Republican,"It is gratifying to note that the negotiations for a loan to the Chinese Government for the construction of the trunk railway lines from Hankow southward to Canton and westward through the Yangtse Valley, known as the Hukuang Loan, were concluded by the representatives of the various financial groups in May last and the results approved by their respective governments.",0.0
William Howard Taft,1910,Republican,"The agreement, already initialed by the Chinese Government, is now awaiting formal ratification.",0.0
William Howard Taft,1910,Republican,"The application of the principle underlying the policy of the United States in regard to the Hukuang Loan, viz., that of the internationalization of the foreign interest in such of the railways of China as may be financed by foreign countries, was suggested on a broader scale by the Secretary of State in a proposal for internationalization and commercial neutralization of all the railways of Manchuria.",-0.0625
William Howard Taft,1910,Republican,"The question of constructing the Chinchow-Aigun railway by means of an international loan to China is, however, still the subject of friendly discussion by the interested parties.",0.11458333333333334
William Howard Taft,1910,Republican,The policy of this Government in these matters has been directed by a desire to make the use of American capital in the development of China an instrument in the promotion of China's welfare and material prosperity without prejudice to her legitimate rights as an independent political power.,0.0
William Howard Taft,1910,Republican,"This policy has recently found further exemplification in the assistance given by this Government to the negotiations between China and a group of American bankers for a loan of $50,000,000 to be employed chiefly in currency reform.",0.0
William Howard Taft,1910,Republican,The confusion which has from ancient times existed in the monetary usages of the Chinese has been one of the principal obstacles to commercial intercourse with that people.,-0.016666666666666666
William Howard Taft,1910,Republican,"The United States in its Treaty of 1903 with China obtained a pledge from the latter to introduce a uniform national coinage, and the following year, at the request of China, this Government sent to Peking a member of the International Exchange Commission, to discuss with the Chinese Government the best methods of introducing the reform.",0.2
William Howard Taft,1910,Republican,"In 1908 China sent a Commissioner to the United States to consult with American financiers as to the possibility of securing a large loan with which to inaugurate the new currency system, but the death of Their Majesties, the Empress Dowager and the Emperor of China, interrupted the negotiations, which were not resumed until a few months ago, when this Government was asked to communicate to the bankers concerned the request of China for a loan of $50,000,000 for the purpose under review.",0.03766233766233766
William Howard Taft,1910,Republican,A preliminary agreement between the American group and China has been made covering the loan.,0.0
William Howard Taft,1910,Republican,"For the success of this loan and the contemplated reforms which are of the greatest importance to the commercial interests of the United States and the civilized world at large, it is realized that an expert will be necessary, and this Government has received assurances from China that such an adviser, who shall be an American, will be engaged.",0.2392857142857143
William Howard Taft,1910,Republican,It is a matter of interest to Americans to note the success which is attending the efforts of China to establish gradually a system of representative government.,0.3
William Howard Taft,1910,Republican,"In the Russo-Japanese Agreement relating to Manchuria, signed July 4, 1910, this Government was gratified to note an assurance of continued peaceful conditions in that region and the reaffirmation of the policies with respect to China to which the United States together with all other interested powers are alike solemnly committed.",0.125
William Howard Taft,1910,Republican,"Chief among these were Their Imperial Highnesses Princes Tsai-tao and Tsai-Hsun of China; and His Imperial Highness Prince Higashi Fushimi, and Prince Tokugawa, President of the House of Peers of Japan.",0.0
William Howard Taft,1910,Republican,"The Secretary of War has recently visited Japan and China in connection with his tour to the Philippines, and a large delegation of American business men are at present traveling in China.",0.05357142857142857
William Howard Taft,1911,Republican,THE CHINESE LOANS.,0.0
William Howard Taft,1911,Republican,"The past year has been marked in our relations with China by the conclusion of two important international loans, one for the construction of the Hukuang railways, the other for carrying out of the currency reform to which China was pledged by treaties with the United States, Great Britain, and Japan, of which mention was made in my last annual message.",0.13214285714285715
William Howard Taft,1911,Republican,"It will be remembered that early in 1909 an agreement was consummated among British, French, and German financial groups whereby they proposed to lend the Chinese Government funds for the construction of railways in the Provinces of Hunan and Hupeh, reserving for their nationals the privilege of engineering the construction of the lines and of furnishing the materials required for the work.",0.016666666666666666
William Howard Taft,1911,Republican,"Thereupon the financial groups, supported by their respective Governments, began negotiations with the Chinese Government which terminated in a loan to China Of $30,000,000, with the privilege of increasing the amount to $50,000,000.",0.0
William Howard Taft,1911,Republican,"The cooperative construction of these trunk lines should be of immense advantage, materially and otherwise, to China and should greatly facilitate the development of the bountiful resources of the Empire.",0.4
William Howard Taft,1911,Republican,"Knowing the interest of the United States in the reform of Chinese currency, the Chinese Government, in the autumn of 1910 sought the assistance of the American Government to procure funds with which to accomplish that all-important reform.",0.0
William Howard Taft,1911,Republican,"While this was originally to be solely an American enterprise, the American Government, consistently with its desire to secure a sympathetic and practical cooperation of the great powers toward maintaining the principle of equality of opportunity and the administrative integrity of China, urged the Chinese Government to admit to participation in the currency loan the associates of the American group in the Hukuang loan.",0.25833333333333336
William Howard Taft,1911,Republican,"While of immense importance in itself, the reform contemplated in making this loan is but preliminary to other and more comprehensive fiscal reforms which will be of incalculable benefit to China and foreign interests alike, since they will strengthen the Chinese Empire and promote the rapid development of international trade.",0.03571428571428571
William Howard Taft,1911,Republican,"When these negotiations were begun, it was understood that a financial adviser was to be employed by China in connection with the reform, and in order that absolute equality in all respects among the lending nations might be scrupulously observed, the American Government proposed the nomination of a neutral adviser, which was agreed to by China and the other Governments concerned.",0.018750000000000003
William Howard Taft,1911,Republican,"On September 28, 1911, Dr. Vissering, president of the Dutch Java Bank and a financier of wide experience in the Orient, was recommended to the Chinese Government for the post of monetary adviser.

Especially important at the present, when the ancient Chinese Empire is shaken by civil war incidental to its awakening to the many influences and activities of modernization, are the cooperative policy of good understanding which has been fostered by the international projects referred to above and the general sympathy of view among all the Powers interested in the Far East.",0.19166666666666668
William Howard Taft,1911,Republican,"While safeguarding the interests of our nationals, this Government is using its best efforts in continuance of its traditional policy of sympathy and friendship toward the Chinese Empire and its people, with the confident hope for their economic and administrative development, and with the constant disposition to contribute to their welfare in all proper ways consistent with an attitude of strict impartiality as between contending factions.",0.24375
William Howard Taft,1911,Republican,"For the first time in the history of the two countries, a Chinese cruiser, the Haichi, under the command of Admiral Ching, recently visited New York, where the officers and men were given a cordial welcome.

 NEW JAPANESE TREATY.",0.18896103896103897
William Howard Taft,1911,Republican,"In a special message transmitted to the Congress on the 11th of January, 19ii, in which I concurred in the recommendations made by the Secretary of State in regard to certain needful legislation for the control of our interstate and foreign traffic in opium and other menacing drugs, I quoted from my annual message of December 7, 1909, in which I announced that the results of the International Opium Commission held at Shanghai in February, 1909, at the invitation of the United States, had been laid before this Government; that the report of that commission showed that China was making remarkable progress and admirable efforts toward the eradication of the opium evil; that the interested governments had not permitted their commercial interests to prevent their cooperation in this reform; and, as a result of collateral investigations of the opium question in this country, I recommended that the manufacture, sale, and use of opium in the United States should be more rigorously controlled by legislation

Prior to that time and in continuation of the policy of this Government to secure the cooperation of the interested nations, the United States proposed an international opium conference with full powers for the purpose of clothing with the force of international law the resolutions adopted by the above-mentioned commission, together with their essential corollaries.",0.04563492063492063
William Howard Taft,1912,Republican,In the recent civil war in China the United States successfully joined with the other interested powers in urging an early cessation of hostilities.,0.195
William Howard Taft,1912,Republican,In China the policy of encouraging financial investment to enable that country to help itself has had the result of giving new life and practical application to the open-door policy.,0.06818181818181818
William Howard Taft,1912,Republican,The consistent purpose of the present administration has been to encourage the use of American capital in the development of China by the promotion of those essential reforms to which China is pledged by treaties with the United States and other powers.,0.025
William Howard Taft,1912,Republican,"The same policy of promoting international accord among the powers having similar treaty rights as ourselves in the matters of reform, which could not be put into practical effect without the common consent of all, was likewise adopted in the case of the loan desired by China for the reform of its currency.",-0.075
William Howard Taft,1912,Republican,The principle of international cooperation in matters of common interest upon which our policy had already been based in all of the above instances has admittedly been a great factor in that concert of the powers which has been so happily conspicuous during the perilous period of transition through which the great Chinese nation has been passing.,0.3
William Howard Taft,1912,Republican,"The political disturbances in China in the autumn and winter of 1911-12 resulted in the abdication of the Manchu rulers on February 12, followed by the formation of a provisional republican government empowered to conduct the affairs of the nation until a permanent government might be regularly established.",0.0
William Howard Taft,1912,Republican,"The natural sympathy of the American people with the assumption of republican principles by the Chinese people was appropriately expressed in a concurrent resolution of Congress on April 17, 1912.",0.15
William Howard Taft,1912,Republican,"A constituent assembly, composed of representatives duly chosen by the people of China in the elections that are now being held, has been called to meet in January next to adopt a permanent constitution and organize the Government of the nascent Republic.",0.0
William Howard Taft,1912,Republican,"From the beginning of the upheaval last autumn it was felt by the United States, in common with the other powers having large interests in China, that independent action by the foreign Governments in their own individual interests would add further confusion to a situation already complicated.",-0.01233766233766234
William Howard Taft,1912,Republican,"A policy of international cooperation was accordingly adopted in an understanding, reached early in the disturbances, to act together for the protection of the lives and property of foreigners if menaced, to maintain an attitude of strict impartiality as between the contending factions, and to abstain from any endeavor to influence the Chinese in their organization of a new form of government.",0.05909090909090909
William Howard Taft,1912,Republican,"In view of the seriousness of the disturbances and their general character, the American minister at Peking was instructed at his discretion to advise our nationals in the affected districts to concentrate at such centers as were easily accessible to foreign troops or men of war.",0.06000000000000001
William Howard Taft,1912,Republican,"Nineteen of our naval vessels were stationed at various Chinese ports, and other measures were promptly taken for the adequate protection of American interests.",0.041666666666666664
William Howard Taft,1912,Republican,"As soon, however, as a united provisional Government of China was assured, the United States joined in a favorable consideration of that Government's request for advances needed for immediate administrative necessities and later for a loan to effect a permanent national reorganization.",0.0
William Howard Taft,1912,Republican,"The interested Governments had already, by common consent, adopted, in respect to the purposes, expenditure, and security of any loans to China made by their nationals, certain conditions which were held to be essential, not only to secure reasonable protection for the foreign investors, but also to safeguard and strengthen China's credit by discouraging indiscriminate borrowing and by insuring the application of the funds toward the establishment of the stable and effective government necessary to China's welfare.",0.12392857142857143
William Howard Taft,1912,Republican,"In June last representative banking groups of the United States, France, Germany, Great Britain, Japan, and Russia formulated, with the general sanction of their respective Governments, the guaranties that would be expected in relation to the expenditure and security of the large reorganization loan desired by China, which, however, have thus far proved unacceptable to the provisional Government.

 SPECIAL MISSION OF CONDOLENCE TO JAPAN",0.17767857142857146
Calvin Coolidge,1925,Republican,"In accordance with promises made at the Washington Conference, we have urged the calling of and are now represented at the Chinese Customs Conference and on the Commission on Extraterritoriality, where it will be our policy so far as possible to meet the, aspirations of China in all ways consistent with the interests of the countries involved.

 COURT OF INTERNATIONAL JUSTICE",0.06999999999999999
Calvin Coolidge,1926,Republican,"A special conference on the Chinese customs tariff provided for by the treaty between the nine powers relating to the Chinese customs tariff signed at Washington on February 6, 1922, was called by the Chinese Government to meet at Peking, on October 26, 1925.",0.08928571428571429
Calvin Coolidge,1926,Republican,"We participated in this conference through fully empowered delegates and, with good will, endeavored to cooperate with the other participating powers with a view to putting into effect promises made to China at the Washington conference, and considering any reasonable proposal that might be made by the Chinese Government for the revision of the treaties on the subject of China's tariff.",0.12166666666666666
Calvin Coolidge,1926,Republican,"With these aims in view the American delegation at the outset of the conference proposed to put into effect the surtaxes provided for by the Washington treaty and to proceed immediately to the negotiation of a treaty, which, among other things, was to make provision for the abolition of taxes collected on goods in transit, remove the tariff restrictions in existing treaties, and put into effect the national tariff law of China.",-0.0625
Calvin Coolidge,1926,Republican,Early in April of the present year the central Chinese Government was ousted from power by opposing warring factions.,0.025
Calvin Coolidge,1926,Republican,"Finally, on July 3, the delegates of the foreign powers, including those of the United States, issued a statement expressing their unanimous and earnest desire to proceed with the work of the conference at the earliest possible moment when the delegates of the Chinese Government are in a position to resume discussions with the foreign delegates of the problems before the conference.",-0.05
Calvin Coolidge,1926,Republican,We are prepared to resume the negotiations thus interrupted whenever a Government representing the Chinese people and acting on their behalf presents itself.,0.0
Calvin Coolidge,1926,Republican,The fact that constant warfare between contending Chinese factions has rendered it impossible to bring these negotiations to a successful conclusion is a matter of deep regret.,0.016666666666666673
Calvin Coolidge,1926,Republican,"Silas H. Strawn, Esq., was sent to China as American commissioner to cooperate with commissioners of the other powers in the establishment of a commission to inquire into the present practice of extraterritorial jurisdiction in China, with a view to reporting to the Governments of the several powers their findings of fact in regard to these matters.",-0.03125
Calvin Coolidge,1926,Republican,The commission's report has been received and is being studied with a view to determining our future policy in regard to the question of extraterritorial privileges under treaties between the United States and China.,0.0
Calvin Coolidge,1927,Republican,We have been compelled to send naval and marine forces to China to protect the lives and property of our citizens.,0.0
Calvin Coolidge,1927,Republican,Meanwhile we are protecting our citizens and stand ready to cooperate with any government which may emerge in promoting the welfare of the people of China.,0.2
Calvin Coolidge,1928,Republican,"CHINA 

The situation in China which a few months ago was so threatening as to call for the dispatch of a large additional force has, been much composed.",0.07142857142857142
Calvin Coolidge,1928,Republican,"We have recognized this Government, encouraged its progress, and have negotiated a treaty restoring to China complete tariff autonomy and guaranteeing our citizens against discriminations.",0.1
Herbert Hoover,1929,Republican,"We still have marines on foreign soil--in Nicaragua, Haiti, and China.",-0.125
Herbert Hoover,1929,Republican,"Our forces in China constitute 2,605 men, which we hope also further to reduce to the normal legation guard.",0.075
Herbert Hoover,1931,Republican,"The difficulties between China and Japan have given us great concern, not alone for the maintenance of the spirit of the Kellogg-Briand Pact, but for the maintenance of the treaties to which we are a party assuring the territorial integrity of China.",0.8
Franklin D. Roosevelt,1941,Democratic,"What I seek to convey is the historic truth that the United States as a nation has at all times maintained clear, definite opposition, to any attempt to lock us in behind an ancient Chinese wall while the procession of civilization went past.",-0.09166666666666667
Franklin D. Roosevelt,1942,Democratic,The development of this ambitious conspiracy was marked by the war against China in 1894; the subsequent occupation of Korea; the war against Russia in 1904; the illegal fortification of the mandated Pacific islands following 1920; the seizure of Manchuria in 1931; and the invasion of China in 1937.,-0.030000000000000006
Franklin D. Roosevelt,1942,Democratic,"Under this, in addition to her own schemes of conquest, Japan's role was obviously to cut off our supply of weapons of war to Britain, and Russia and China- weapons which increasingly were speeding the day of Hitler's doom.",0.3
Franklin D. Roosevelt,1942,Democratic,"They would wreck the power of the British Commonwealth and Russia and China and the Netherlands-;and then combine all their forces to achieve their ultimate goal, the conquest of the United States.",0.0
Franklin D. Roosevelt,1942,Democratic,We are fighting on the same side as the brave people of China-;those millions who for four and a half long years have withstood bombs and starvation and have whipped the invaders time and again in spite of the superior Japanese equipment and arms.,0.21388888888888888
Franklin D. Roosevelt,1943,Democratic,"And in the attacks against Japan, we shall be joined with the heroic people of China-;that great people whose ideals of peace are so closely akin to our own.",0.7000000000000001
Franklin D. Roosevelt,1943,Democratic,"Even today we are flying as much lend-lease material into China as ever traversed the Burma Road, flying it over mountains 17,000 feet high, flying blind through sleet and snow.",-0.04666666666666667
Franklin D. Roosevelt,1943,Democratic,"We shall overcome all the formidable obstacles, and get the battle equipment into China to shatter the power of our common enemy.",-0.175
Franklin D. Roosevelt,1943,Democratic,"From this war, China will realize the security, the prosperity and the dignity, which Japan has sought so ruthlessly to destroy.",-0.2
Franklin D. Roosevelt,1943,Democratic,"We pay great tribute-;the tribute of the United States of America-; to the fighting men of Russia and China and Britain and the various members of the British Commonwealth- the millions of men who through the years of this war have fought our common enemies, and have denied to them the world conquest which they sought.",0.125
Franklin D. Roosevelt,1943,Democratic,And we must not forget that our achievements in production have been relatively no greater than those of the Russians and the British and the Chinese who have developed their own war industries under the incredible difficulties of battle conditions.,0.225
Franklin D. Roosevelt,1943,Democratic,They have had to continue work through bombings and blackouts.,0.0
Franklin D. Roosevelt,1943,Democratic,And they have never quit.,0.0
Franklin D. Roosevelt,1944,Democratic,"China and Russia are truly united with Britain and America in recognition of this essential fact:

The best interests of each Nation, large and small, demand that all freedom-loving Nations shall join together in a just and durable system of peace.",0.24107142857142855
Franklin D. Roosevelt,1945,Democratic,"Here, as in England; in England, as in Russia; in Russia, as in China; in France, and through the continent of Europe, and throughout the world; wherever men love freedom, the hope and purpose of the people are for peace- a peace that is durable and secure.",0.45
Franklin D. Roosevelt,1945,Democratic,"Nor can we forget how, for more than seven long years, the Chinese people have been sustaining the barbarous attacks of the Japanese and containing large enemy forces on the vast areas of the Asiatic mainland.",0.09489795918367347
Franklin D. Roosevelt,1945,Democratic,"As a result of that battle, much of what is left of the Japanese Fleet has been driven behind the screen of islands that separates the Yellow Sea, the China Sea, and the Sea of Japan from the Pacific.",-0.04
Franklin D. Roosevelt,1945,Democratic,"Last September Admiral Halsey led American naval task forces into Philippine waters and north to the East China Sea, and struck heavy blows at Japanese air and sea power.",-0.05
Franklin D. Roosevelt,1945,Democratic,Our over-all strategy has not neglected the important task of rendering all possible aid to China.,0.2
Franklin D. Roosevelt,1945,Democratic,At present our aid to China must be accomplished by air transport- there is no other way.,0.08750000000000001
Franklin D. Roosevelt,1945,Democratic,"By the end of 1944, the Air Transport Command was carrying into China a tonnage of supplies three times as great as that delivered a year ago, and much more, each month, than the Burma Road ever delivered at its peak.",0.65
Franklin D. Roosevelt,1945,Democratic,"Despite the loss of important bases in China, the tonnage delivered by air transport has enabled General Chennault's Fourteenth Air Force, which includes many Chinese flyers, to wage an effective and aggressive campaign against the Japanese.",0.25833333333333336
Franklin D. Roosevelt,1945,Democratic,"In 1944 aircraft of the Fourteenth Air Force flew more than 35,000 sorties against the Japanese and sank enormous tonnage of enemy shipping, greatly diminishing the usefulness of the China Sea lanes.",0.325
Franklin D. Roosevelt,1945,Democratic,"British, Dominion, and Chinese forces together with our own have not only held the line in Burma against determined Japanese attacks but have gained bases of considerable importance to the supply line into China.",0.11666666666666665
Franklin D. Roosevelt,1945,Democratic,"Here, as in England; in England, as in Russia; in Russia, as in China; in France, and through the continent of Europe, and throughout the world; wherever men love freedom, the hope and purpose of the people are for peacea peace that is durable and secure.",0.45
Harry S Truman,1946,Democratic,"The Soviet Union, France, and China have joined us in the purpose of introducing in the General Assembly a resolution for the establishment of such a commission.",0.02500000000000001
Harry S Truman,1946,Democratic,"Our basic policy in the Far East is to encourage the development of a strong, independent, united, and democratic China.",0.13333333333333333
Harry S Truman,1946,Democratic,"At Moscow the United States, the Union of Soviet Socialist Republics, and Great Britain agreed to further this development by supporting the efforts of the national' government and nongovernmental Chinese political elements in bringing about cessation of civil strife and in broadening the basis of representation in the Government.",0.21000000000000002
Harry S Truman,1946,Democratic,"In accordance with the intentions of the Congress, lend-lease, except as to continuing military lend-lease in China, was terminated upon the surrender of Japan.",-0.1
Harry S Truman,1948,Democratic,"A special program of assistance to China, to provide urgent relief needs and to speed reconstruction, will be submitted to the Congress.",0.35714285714285715
Harry S Truman,1951,Democratic,"If their efforts are successful, they foment a revolution, as they did in Czechoslovakia and China, and as they tried, unsuccessfully, to do in Greece.",0.75
Harry S Truman,1951,Democratic,All over Western Europe the Communist Party took worse and worse beatings at the polls.,-0.26666666666666666
Harry S Truman,1951,Democratic,"We have demonstrated it in our relations with Indonesia, India, and with China.",0.0
Harry S Truman,1951,Democratic,"The main subjects on which legislation will be needed are: 

First, appropriations for our military buildup.",0.10555555555555556
Harry S Truman,1952,Democratic,In Korea the forces of the United Nations turned back the Chinese Communist invasion-and did it without widening the area of conflict.,0.0
Dwight D. Eisenhower,1953,Republican,"It is clearly a part of the same calculated assault that the aggressor is simultaneously pressing in Indochina and in Malaya, and of the strategic situation that manifestly embraces the island of Formosa and the Chinese Nationalist forces there.",0.03333333333333334
Dwight D. Eisenhower,1953,Republican,"In June 1950, following the aggressive attack on the Republic of Korea, the United States Seventh Fleet was instructed both to prevent attack upon Formosa and also to insure that Formosa should not be used as a base of operations against the Chinese Communist mainland.",-0.26666666666666666
Dwight D. Eisenhower,1953,Republican,"This has meant, in effect, that the United States Navy was required to serve as a defensive arm of Communist China.",0.0
Dwight D. Eisenhower,1953,Republican,"Regardless of the situation in 1950, since the date of that order the Chinese Communists have invaded Korea to attack the United Nations forces there.",0.0
Dwight D. Eisenhower,1953,Republican,"Consequently there is no longer any logic or sense in a condition that required the United States Navy to assume defensive responsibilities on behalf of the Chinese Communists, thus permitting those Communists, with greater impunity, to kill our soldiers and those of our United Nations allies in Korea.",0.25
Dwight D. Eisenhower,1953,Republican,"I am, therefore, issuing instructions that the Seventh Fleet no longer be employed to shield Communist China.",0.0
Harry S Truman,1953,Democratic,"Beyond its borders, East and West, are the nearly five million square miles of the satellite states--virtually incorporated into the Soviet Union--and of China, now its close partner.",0.1
Harry S Truman,1953,Democratic,"The Soviet Union, with its satellites, and China are held in the tight grip of communist party chieftains.",-0.17857142857142858
Harry S Truman,1953,Democratic,"Where conditions permitted, the Soviet rulers have stimulated and aided armed insurrection by communist-led revolutionary forces, as in Greece, Indo-China, the Philippines, and China, or outright aggression by one of their satellites, as in Korea.",0.0
Harry S Truman,1953,Democratic,"Here, in spite of outside aid and support, the free government of China succumbed to the communist assault.",0.2
Harry S Truman,1953,Democratic,Our aid has enabled the free Chinese to rebuild and strengthen their forces on the island of Formosa.,0.2
Harry S Truman,1953,Democratic,"In other areas of the Far East-in Indo-China, Malaya, and the Philippines--our assistance has helped sustain a staunch resistance against communist insurrectionary attacks.",-0.012499999999999997
Harry S Truman,1953,Democratic,"Just in the years I have been President, 12 free nations, with more than 600 million people, have become independent: Burma, Indonesia, the Philippines, Korea, Israel, Libya, India, Pakistan and Ceylon, and the three Associated States of Indo-China, now members of the French Union.",0.225
Dwight D. Eisenhower,1954,Republican,"Communist aggression, halted in Korea, continues to meet in Indo-china the vigorous resistance of France and the Associated States, assisted by timely aid from our country.",0.0
Dwight D. Eisenhower,1954,Republican,I shall ask the Congress to authorize continued material assistance to hasten the successful conclusion of the struggle in Indo-china.,0.75
Dwight D. Eisenhower,1954,Republican,We shall also continue military and economic aid to the Nationalist Government of China.,0.05
Dwight D. Eisenhower,1954,Republican,They provide an inspiring contrast to the dictatorial methods and backward course of events in Communist China.,0.5
Dwight D. Eisenhower,1954,Republican,"The subversive character of the Communist Party in the United States has been clearly demonstrated in many ways, including court proceedings.",0.3
Dwight D. Eisenhower,1955,Republican,"In Asia and the Pacific, the pending Manila Pact supplements our treaties with Australia, New Zealand, the Philippines, Korea and Japan and our prospective treaty with the Republic of China.",0.13636363636363635
Dwight D. Eisenhower,1955,Republican,"At this very moment, by vote of the United Nations General Assembly, its Secretary-General is in Communist China on a mission of deepest concern to all Americans: seeking the release of our never-to-be-forgotten American aviators and all other United Nations prisoners wrongfully detained by the Communist regime.",0.03125
Dwight D. Eisenhower,1956,Republican,We know that Soviet and Chinese communism still poses a serious threat to the free world.,0.022222222222222237
Dwight D. Eisenhower,1956,Republican,"In the release of our fifteen fliers from Communist China, an essential prelude was the world opinion mobilized by the General Assembly, which condemned their imprisonment and demanded their liberation.",0.02500000000000001
Dwight D. Eisenhower,1959,Republican,"In Lebanon, Taiwan, and Berlin--our stand has been dear, right, and expressive of the determined will of a united people.",0.5428571428571429
John F. Kennedy,1961,Democratic,"In Asia, the relentless pressures of the Chinese Communists menace the security of the entire area--from the borders of India and South Viet Nam to the jungles of Laos, struggling to protect its newly-won independence.",0.0
John F. Kennedy,1961,Democratic,Our greatest challenge is still the world that lies beyond the Cold War--but the first great obstacle is still our relations with the Soviet Union and Communist China.,0.36250000000000004
Dwight D. Eisenhower,1961,Republican,In 1958 our support of the Republic of China during the all-out bombardment of Quemoy restrained the Communist Chinese from attempting to invade the off-shore islands.,0.0
Dwight D. Eisenhower,1961,Republican,"The United Nations has been vigorously supported in all of its actions, including the condemnations of the wholesale murder of the people of Tibet by the Chinese Communists and the brutal Soviet repression of the people of Hungary, as well as the more recent UN actions in the Congo.",-0.09375
Dwight D. Eisenhower,1961,Republican,This country has continued to withhold recognition of Communist China and to oppose vigorously the admission of this belligerent and unrepentant nation into the United Nations.,0.0
Dwight D. Eisenhower,1961,Republican,"Red China has yet to demonstrate that it deserves to be considered a ""peace-loving"" nation.",0.0
John F. Kennedy,1962,Democratic,"And those who preferred or predicted its demise, envisioning a troika in the seat of Hammarskiold--or Red China inside the Assembly-have seen instead a new vigor, under a new Secretary General and a fully independent Secretariat.",0.06454545454545454
John F. Kennedy,1963,Democratic,Dangerous problems remain from Cuba to the South China Sea.,-0.6
John F. Kennedy,1963,Democratic,They were shocked by the Soviets' sudden and secret attempt to transform Cuba into a nuclear striking base-and by Communist China's arrogant invasion of India.,-0.15000000000000002
John F. Kennedy,1963,Democratic,"For the Soviet-Chinese disagreement is over means, not ends.",0.0
Lyndon B. Johnson,1966,Democratic,In recent months a number of nations have east out those who would subject them to the ambitions of mainland China.,-0.08333333333333333
Lyndon B. Johnson,1967,Democratic,"We shall continue to hope for a reconciliation between the people of Mainland China and the world community--including working together in all the tasks of arms control, security, and progress on which the fate of the Chinese people, like their fellow men elsewhere, depends.",0.0
Lyndon B. Johnson,1967,Democratic,We would be the first to welcome a China which decided to respect her neighbors' rights.,0.525
Lyndon B. Johnson,1968,Democratic,--Turmoil continues on the mainland of China after a year of violent disruption.,-0.8
